epoch,acc                ,loss              ,val_acc            ,val_loss
0    ,0.3853820666854677 ,1.899987591178597 ,0.4000000059604645 ,1.8339657808871979
1    ,0.43046986799303477,1.8003746697163774,0.44255320696120565,1.8080537141637598
2    ,0.49264357765534506,1.7522549513227068,0.47659575431904894,1.7804355570610533
3    ,0.5239677336836065 ,1.7217015358979633,0.4808510770189001 ,1.7540255429896903
4    ,0.5315614697714807 ,1.6942994460484742,0.4893617148094989 ,1.7588677558493107
5    ,0.5410536367943007 ,1.669994123297729 ,0.48085108018935996,1.745153099932569
6    ,0.5472235496456045 ,1.6601924854938488,0.48510639908465936,1.7443388041029586
7    ,0.5486473711848429 ,1.6474402002321922,0.48085107258025633,1.7300708065641688
8    ,0.5657332766930186 ,1.6237906172312884,0.4723404328873817 ,1.724379057579852
9    ,0.5581395429743372 ,1.6175970416188976,0.4765957498804052 ,1.729322263535033
