epoch,acc                ,loss                ,val_acc           ,val_loss
0    ,0.388000006750226  ,0.043476235289126634,0.4400000050663948,0.039348546788096427
1    ,0.48200000628829004,0.036963176503777506,0.4700000062584877,0.03862370550632477
2    ,0.5230000080168247 ,0.0340709235612303  ,0.5000000029802323,0.031944530084729195
3    ,0.5190000057220459 ,0.0333564346190542  ,0.5500000029802322,0.033373323082923886
4    ,0.5680000053346157 ,0.031085968026891352,0.4800000101327896,0.03140288405120373
