epoch,acc,loss,val_acc,val_loss
0,0.3880000064522028,0.04662718415260315,0.5200000107288361,0.036761428229510784
1,0.49700000509619713,0.03598392566666007,0.5300000041723252,0.033449369855225085
2,0.51700000628829,0.03458767204545438,0.4300000086426735,0.03684811983257532
3,0.5310000055283308,0.032031961288303136,0.6000000089406967,0.029167424887418747
4,0.5500000050663948,0.030879738070070745,0.5200000077486038,0.03526874873787165
