epoch,acc               ,loss                ,val_acc            ,val_loss
0    ,0.3944723618090452,0.043265838655245366,0.39204545454545453,0.041016688401048836
1    ,0.507035175879397 ,0.03356559363441851 ,0.4119318181818182 ,0.04050113260746002
2    ,0.5758793969849246,0.028541498958839843,0.4147727272727273 ,0.03969419578259641
